,userId,active,createdDate,lastLogin,role,signUpSource,state
108,5ff8da7db3348b11c9337b6a,True,2021-01-08 22:19:41.689,2021-01-08 22:19:41.738,consumer,Email,WI
109,5ff873ddb3348b11c9337733,True,2021-01-08 15:01:49.160,2021-01-08 15:01:49.202,consumer,Email,WI
110,5ff8a11db3348b11c93378aa,True,2021-01-08 18:14:53.734,2021-01-08 18:14:53.928,consumer,Email,WI
111,5ff873d1b3348b11c9337716,True,2021-01-08 15:01:37.348,2021-01-08 15:03:21.259,consumer,Email,WI
112,5ff873d1b3348b11c9337716,True,2021-01-08 15:01:37.348,2021-01-08 15:03:21.259,consumer,Email,WI
113,5ff873d1b3348b11c9337716,True,2021-01-08 15:01:37.348,2021-01-08 15:03:21.259,consumer,Email,WI
114,5ff8ce8504929111f6e913cb,True,2021-01-08 21:28:37.743,2021-01-08 21:29:59.411,consumer,Email,WI
115,5ff8d634b3348b11c9337aa4,True,2021-01-08 22:01:24.238,2021-01-08 22:01:24.518,consumer,Email,WI
116,5ff8da28b3348b11c9337ac6,True,2021-01-08 22:18:16.844,2021-01-08 22:19:49.939,consumer,Email,WI
117,5ff8c330b3348b11c9337a04,True,2021-01-08 20:40:16.722,2021-01-08 20:40:16.933,consumer,Email,WI
118,5ff873ddb3348b11c9337733,True,2021-01-08 15:01:49.160,2021-01-08 15:01:49.202,consumer,Email,WI
119,5ff8da7eb3348b11c9337b72,True,2021-01-08 22:19:42.704,2021-01-08 22:19:42.749,consumer,Email,WI
120,5ffcb47d04929111f6e9256c,True,2021-01-11 20:26:37.225,2021-01-11 20:28:21.430,consumer,Email,WI
121,5ffc8ff9b3348b11c9338896,True,2021-01-11 17:50:49.527,2021-01-11 17:50:49.567,consumer,Email,WI
122,5ffc8f9704929111f6e922bf,True,2021-01-11 17:49:11.890,2021-01-11 17:50:56.750,consumer,Email,WI
123,5ffc9001b3348b11c93388b6,True,2021-01-11 17:50:57.375,2021-01-11 17:50:57.415,consumer,Email,WI
124,5ffc8ff9b3348b11c9338896,True,2021-01-11 17:50:49.527,2021-01-11 17:50:49.567,consumer,Email,WI
125,5ffc8f9704929111f6e922bf,True,2021-01-11 17:49:11.890,2021-01-11 17:50:56.750,consumer,Email,WI
126,5ffc8f9704929111f6e922bf,True,2021-01-11 17:49:11.890,2021-01-11 17:50:56.750,consumer,Email,WI
127,5ffc8ff9b3348b11c9338896,True,2021-01-11 17:50:49.527,2021-01-11 17:50:49.567,consumer,Email,WI
128,5ffc8ff9b3348b11c9338896,True,2021-01-11 17:50:49.527,2021-01-11 17:50:49.567,consumer,Email,WI
129,5ffcb4bc04929111f6e92608,True,2021-01-11 20:27:40.225,2021-01-11 20:27:40.265,consumer,Email,WI
130,5ffc9d87b3348b11c9338920,True,2021-01-11 18:48:39.076,2021-01-11 18:50:13.461,consumer,Email,WI
131,5ffc8f9704929111f6e922bf,True,2021-01-11 17:49:11.890,2021-01-11 17:50:56.750,consumer,Email,WI
132,5ffc9d87b3348b11c9338920,True,2021-01-11 18:48:39.076,2021-01-11 18:50:13.461,consumer,Email,WI
133,5ffcb47d04929111f6e9256c,True,2021-01-11 20:26:37.225,2021-01-11 20:28:21.430,consumer,Email,WI
134,5ffc9d87b3348b11c9338920,True,2021-01-11 18:48:39.076,2021-01-11 18:50:13.461,consumer,Email,WI
135,5ffc8f9704929111f6e922bf,True,2021-01-11 17:49:11.890,2021-01-11 17:50:56.750,consumer,Email,WI
136,5ffcb4bc04929111f6e92608,True,2021-01-11 20:27:40.225,2021-01-11 20:27:40.265,consumer,Email,WI
137,5ffc8f9704929111f6e922bf,True,2021-01-11 17:49:11.890,2021-01-11 17:50:56.750,consumer,Email,WI
138,5ffc9d9f04929111f6e92456,True,2021-01-11 18:49:03.920,2021-01-11 18:49:03.965,consumer,Email,WI
139,5ffca30604929111f6e92525,True,2021-01-11 19:12:06.515,2021-01-11 19:12:06.791,consumer,Email,WI
140,5fff0f9804929101d0ab0697,True,2021-01-13 15:19:52.446,2021-01-13 15:19:52.678,consumer,Email,WI
